id,custId,custName,account,method,merchant,location,device,ip,amount,score,risk,status,dt
TX-002762,CUST-0824,Usman Khan,9432617584,Bank Transfer,Amazon,Dubai,Tablet,109.222.141.131,4636.9,78,High,Flagged,4/10/2026 14:36
TX-002763,CUST-0848,Sara Farooq,1.90688E+11,ATM,Careem,London,Windows PC,82.176.16.26,3135.61,70,High,Flagged,4/4/2026 20:44
TX-002764,CUST-0134,Ahmed Ansari,7.21743E+11,ATM,Amazon,Islamabad,MacBook,78.157.199.119,6639.84,55,Medium,Under Review,3/26/2026 1:18
TX-002765,CUST-0596,Sara Malik,4.53229E+11,ATM,Shopify,Lahore,iPhone,13.252.183.46,8915.08,61,High,Flagged,4/18/2026 2:58
TX-002766,CUST-0350,Hamza Malik,32601238478,Card,Steam,New York,Windows PC,179.63.199.156,7553.57,6,Low,Cleared,4/1/2026 20:09
TX-002767,CUST-0897,Usman Iqbal,8.76777E+11,UPI,Shopify,Karachi,iPhone,207.116.228.179,5593.49,4,Low,Cleared,4/13/2026 7:43
TX-002768,CUST-0301,Usman Malik,1.51635E+11,ATM,Shopify,Karachi,Windows PC,158.220.83.211,6341.05,36,Medium,Under Review,3/29/2026 4:27
TX-002769,CUST-0989,Usman Butt,5.67046E+11,UPI,Binance,Islamabad,iPhone,43.27.31.223,8918.02,2,Low,Cleared,3/29/2026 22:02
TX-002770,CUST-0391,Ahmed Sheikh,9.94838E+11,Wallet,Shopify,Lahore,Windows PC,149.219.224.11,781.84,75,High,Flagged,4/11/2026 21:35
TX-002771,CUST-0014,Zain Ansari,8.77582E+11,UPI,Shopify,New York,Tablet,99.208.39.95,7397.96,50,Medium,Under Review,4/11/2026 7:24
TX-002772,CUST-0717,Sara Syed,1.84843E+11,UPI,Careem,Karachi,MacBook,30.22.15.109,5593.81,58,Medium,Under Review,4/12/2026 19:45
TX-002773,CUST-0585,Hassan Farooq,2.81869E+11,Wallet,Careem,Lahore,Tablet,53.128.154.198,2794.59,52,Medium,Under Review,4/3/2026 19:59
TX-002774,CUST-0297,Sara Butt,7.227E+11,Wallet,Uber,Karachi,Android,85.239.141.215,6774.22,57,Medium,Under Review,3/27/2026 0:55
TX-002775,CUST-0689,Hamza Ansari,9.68666E+11,Card,Uber,Dubai,MacBook,79.110.205.215,261.08,12,Low,Cleared,4/5/2026 6:16
TX-002776,CUST-0678,Ahmed Iqbal,1.74107E+11,ATM,Steam,Lahore,Tablet,15.97.234.175,7607.45,48,Medium,Under Review,4/15/2026 12:34
TX-002777,CUST-0925,Ahmed Butt,6.79647E+11,ATM,Daraz,Dubai,Windows PC,8.230.41.41,3876.61,5,Low,Cleared,4/2/2026 12:19
TX-002778,CUST-0838,Fatima Iqbal,8.52972E+11,ATM,Daraz,Islamabad,Tablet,163.19.7.149,5839.44,91,Critical,Blocked,4/18/2026 23:04
TX-002779,CUST-0490,Mariam Raza,9.25741E+11,Bank Transfer,Shopify,New York,iPhone,137.200.85.23,5877.95,43,Medium,Under Review,3/26/2026 9:08
TX-002780,CUST-0694,Hassan Khan,3.41956E+11,UPI,Steam,Islamabad,Tablet,99.55.143.178,6431.67,25,Low,Cleared,3/31/2026 0:47
TX-002781,CUST-0057,Usman Iqbal,33690733519,Card,Amazon,Islamabad,Tablet,202.6.132.144,8996.21,3,Low,Cleared,4/12/2026 23:33
TX-002782,CUST-0490,Usman Farooq,5.73727E+11,UPI,Binance,Dubai,Tablet,177.59.87.172,2763.71,40,Medium,Under Review,3/26/2026 1:17
TX-002783,CUST-0345,Mariam Farooq,84869561023,ATM,Binance,Islamabad,Windows PC,188.164.103.109,2245.21,33,Medium,Under Review,4/12/2026 12:27
TX-002784,CUST-0368,Sara Malik,5.01452E+11,Wallet,Careem,London,Android,101.147.196.163,3274.24,27,Low,Cleared,4/22/2026 14:38
TX-002785,CUST-0922,Ali Raza,3.07218E+11,Bank Transfer,Shopify,Islamabad,MacBook,23.199.204.45,172.36,5,Low,Cleared,3/26/2026 22:52
TX-002786,CUST-0318,Bilal Malik,8.25055E+11,Wallet,Careem,Islamabad,Windows PC,226.196.60.229,1176.9,41,Medium,Under Review,4/2/2026 13:36
TX-002787,CUST-0408,Noor Farooq,7.40951E+11,Bank Transfer,AliExpress,Islamabad,MacBook,236.19.105.180,6597.65,6,Low,Cleared,4/3/2026 8:09
TX-002788,CUST-0659,Hassan Sheikh,2.06077E+11,ATM,Binance,Dubai,Tablet,73.113.59.253,394.5,46,Medium,Under Review,3/26/2026 3:40
TX-002789,CUST-0609,Ali Sheikh,3.27902E+11,UPI,Uber,Karachi,iPhone,169.111.135.185,5475.76,11,Low,Cleared,4/6/2026 0:58
TX-002790,CUST-0164,Sara Raza,8.76434E+11,ATM,Careem,New York,MacBook,136.33.158.54,543.14,28,Low,Cleared,3/29/2026 3:18
TX-002791,CUST-0214,Zain Khan,2.54488E+11,ATM,Amazon,Islamabad,Windows PC,231.189.194.87,7653.65,3,Low,Cleared,4/2/2026 12:40
TX-002792,CUST-0572,Fatima Ansari,6.54205E+11,UPI,AliExpress,New York,Tablet,152.131.60.2,8597.49,32,Medium,Under Review,4/17/2026 7:05
TX-002793,CUST-0843,Ali Qureshi,73725675337,ATM,Amazon,Karachi,Windows PC,47.123.11.152,5049.62,66,High,Flagged,4/5/2026 9:08
TX-002794,CUST-0769,Ayesha Iqbal,7.88597E+11,Bank Transfer,Careem,Lahore,Windows PC,114.203.235.162,788.65,77,High,Flagged,4/6/2026 0:50
TX-002795,CUST-0508,Mariam Khan,2.89469E+11,Bank Transfer,Uber,London,Android,242.68.149.28,2819.77,88,Critical,Blocked,4/7/2026 2:59
TX-002796,CUST-0459,Usman Ansari,5.05271E+11,ATM,Daraz,London,Windows PC,217.22.99.83,7188.18,0,Low,Cleared,3/30/2026 8:01
TX-002797,CUST-0107,Noor Butt,9.67977E+11,ATM,Shopify,Karachi,Android,241.197.88.233,7387.14,8,Low,Cleared,4/12/2026 21:53
TX-002798,CUST-0965,Zain Qureshi,7.32434E+11,Bank Transfer,AliExpress,Islamabad,Tablet,110.22.92.226,2699.54,87,Critical,Blocked,3/26/2026 16:59
TX-002799,CUST-0980,Mariam Iqbal,8.61606E+11,UPI,Amazon,London,Android,235.57.125.29,280.54,78,High,Flagged,3/29/2026 10:40
TX-002800,CUST-0012,Ahmed Sheikh,2.60491E+11,Wallet,Daraz,Karachi,MacBook,35.89.147.100,9006.87,75,High,Flagged,4/5/2026 16:33
TX-002801,CUST-0964,Sara Qureshi,3.16948E+11,ATM,Binance,New York,MacBook,131.193.101.226,7654.78,78,High,Flagged,4/4/2026 10:35
TX-002802,CUST-0766,Bilal Raza,5.56277E+11,Bank Transfer,Uber,New York,Tablet,230.188.139.192,5556.73,11,Low,Cleared,4/1/2026 3:40
TX-002803,CUST-0656,Fatima Ansari,6.09778E+11,UPI,Binance,London,MacBook,100.238.120.172,3329.08,36,Medium,Under Review,3/26/2026 21:18
TX-002804,CUST-0233,Mariam Syed,4.53368E+11,Bank Transfer,Steam,Lahore,Android,206.45.247.102,6459.48,57,Medium,Under Review,4/10/2026 9:00
TX-002805,CUST-0099,Bilal Iqbal,3.59715E+11,Wallet,Steam,New York,Tablet,110.210.238.66,6909.35,6,Low,Cleared,4/1/2026 1:30
TX-002806,CUST-0847,Ahmed Farooq,9.01737E+11,Wallet,Binance,Karachi,Android,224.39.91.104,1513.54,91,Critical,Blocked,3/31/2026 14:13
TX-002807,CUST-0473,Hassan Malik,8.97949E+11,Bank Transfer,Steam,Karachi,MacBook,13.18.212.14,5550.9,37,Medium,Under Review,4/14/2026 18:53
TX-002808,CUST-0496,Ayesha Sheikh,9.89138E+11,UPI,Uber,New York,MacBook,159.28.177.17,7037.64,47,Medium,Under Review,4/8/2026 3:13
TX-002809,CUST-0083,Mariam Qureshi,4.37735E+11,Card,Steam,Karachi,Tablet,94.123.21.89,8410.08,60,Medium,Under Review,3/30/2026 21:04
TX-002810,CUST-0010,Ali Khan,2.47771E+11,ATM,Amazon,London,MacBook,241.225.17.238,9634.84,22,Low,Cleared,4/19/2026 22:02
TX-002811,CUST-0604,Sara Khan,1.86149E+11,Wallet,Steam,Karachi,iPhone,249.38.101.176,186.26,54,Medium,Under Review,4/15/2026 9:47
TX-002812,CUST-0926,Hamza Malik,9.13122E+11,ATM,Careem,Lahore,iPhone,38.181.152.129,3867.14,47,Medium,Under Review,4/6/2026 5:32
TX-002813,CUST-0113,Sara Qureshi,13533079144,Wallet,Steam,London,Tablet,221.180.136.231,1395.33,16,Low,Cleared,4/1/2026 21:22
TX-002814,CUST-0916,Sara Farooq,5.57214E+11,ATM,Uber,Islamabad,iPhone,199.53.226.136,4633.56,42,Medium,Under Review,3/27/2026 13:09
TX-002815,CUST-0293,Usman Khan,7.32312E+11,Bank Transfer,AliExpress,London,Tablet,243.31.72.173,1039.41,47,Medium,Under Review,4/10/2026 5:39
TX-002816,CUST-0886,Sara Butt,8.45432E+11,Wallet,Steam,London,Windows PC,36.128.221.95,2264.05,88,Critical,Blocked,4/3/2026 8:54
TX-002817,CUST-0213,Ahmed Syed,8.68214E+11,Wallet,Daraz,Islamabad,Android,107.153.42.237,8578.02,27,Low,Cleared,4/4/2026 1:16
TX-002818,CUST-0099,Ahmed Ansari,7.52391E+11,UPI,Steam,Karachi,MacBook,170.67.9.20,2020.1,7,Low,Cleared,3/29/2026 8:41
TX-002819,CUST-0568,Bilal Syed,8.51893E+11,Bank Transfer,Daraz,London,iPhone,76.171.77.199,4752.04,63,High,Flagged,4/12/2026 11:35
TX-002820,CUST-0336,Ali Ansari,7.32072E+11,Card,Uber,Karachi,iPhone,254.198.154.26,4762.64,36,Medium,Under Review,4/23/2026 13:57
TX-002821,CUST-0644,Ayesha Sheikh,4.50471E+11,Card,Uber,New York,Windows PC,83.242.253.192,637.38,13,Low,Cleared,3/27/2026 12:40
TX-002822,CUST-0764,Fatima Farooq,5.52889E+11,Bank Transfer,Steam,New York,Windows PC,126.238.25.151,6609.25,38,Medium,Under Review,4/14/2026 23:37
TX-002823,CUST-0471,Ahmed Sheikh,46345803517,Card,Amazon,New York,Tablet,53.239.42.43,222.9,69,High,Flagged,3/30/2026 20:41
TX-002824,CUST-0183,Ali Syed,6.46541E+11,Bank Transfer,Careem,Lahore,Tablet,176.2.46.112,3064.65,37,Medium,Under Review,4/6/2026 11:04
TX-002825,CUST-0755,Ahmed Qureshi,1814657419,Bank Transfer,Uber,Dubai,Tablet,51.109.60.251,4076.73,76,High,Flagged,3/25/2026 23:04
TX-002826,CUST-0228,Ali Ansari,6.13407E+11,UPI,Amazon,Karachi,Android,43.23.35.68,6134.09,13,Low,Cleared,4/18/2026 22:46
TX-002827,CUST-0359,Ahmed Raza,8218770906,ATM,Daraz,Islamabad,Tablet,8.131.206.96,6155.94,95,Critical,Blocked,4/5/2026 20:21
TX-002828,CUST-0858,Ayesha Khan,6.3118E+11,UPI,Binance,Dubai,MacBook,206.11.50.145,548.3,10,Low,Cleared,4/21/2026 20:56
TX-002829,CUST-0572,Ali Butt,6.063E+11,UPI,Daraz,Dubai,Windows PC,193.105.17.11,5551.35,62,High,Flagged,4/13/2026 12:58
TX-002830,CUST-0813,Usman Qureshi,7.35849E+11,Card,Uber,Lahore,Android,175.50.241.188,6476.36,71,High,Flagged,4/14/2026 9:37
TX-002831,CUST-0346,Ali Farooq,8.85349E+11,UPI,Uber,London,Tablet,19.26.140.96,3438.77,39,Medium,Under Review,4/3/2026 1:32
TX-002832,CUST-0483,Ali Butt,8.34899E+11,Card,Shopify,Karachi,MacBook,53.236.181.188,3425.86,60,Medium,Under Review,4/20/2026 21:17
TX-002833,CUST-0542,Ahmed Qureshi,69504883186,Card,Uber,Lahore,Windows PC,183.120.84.81,604.94,71,High,Flagged,4/6/2026 23:25
TX-002834,CUST-0989,Mariam Raza,2.92527E+11,UPI,Daraz,New York,Android,137.226.237.60,1856.51,56,Medium,Under Review,4/11/2026 4:58
TX-002835,CUST-0661,Usman Raza,3.31781E+11,ATM,Daraz,Dubai,iPhone,15.21.53.27,1151.09,89,Critical,Blocked,3/27/2026 17:28
TX-002836,CUST-0505,Mariam Butt,94647655259,ATM,Steam,Lahore,Windows PC,142.77.13.209,7757.31,86,Critical,Blocked,3/27/2026 6:38
TX-002837,CUST-0006,Hassan Malik,6.09276E+11,Bank Transfer,Uber,New York,Windows PC,188.41.221.130,5109.47,77,High,Flagged,3/26/2026 13:35
TX-002838,CUST-0467,Fatima Butt,6.24085E+11,ATM,Binance,Lahore,MacBook,146.163.113.195,2252.74,96,Critical,Blocked,3/28/2026 13:49
TX-002839,CUST-0337,Fatima Sheikh,7.15385E+11,Bank Transfer,Daraz,Lahore,MacBook,249.235.194.198,7156.16,72,High,Flagged,4/24/2026 1:43
TX-002840,CUST-0859,Zain Raza,8.93244E+11,Bank Transfer,Careem,London,Android,212.15.21.37,347.04,90,Critical,Blocked,4/12/2026 10:18
TX-002841,CUST-0933,Ayesha Malik,4.80664E+11,UPI,Careem,London,MacBook,37.95.5.207,275.53,91,Critical,Blocked,4/19/2026 20:31
TX-002842,CUST-0251,Hassan Ansari,9.58655E+11,UPI,Daraz,Dubai,Tablet,51.21.59.85,8289.9,76,High,Flagged,4/3/2026 12:43
TX-002843,CUST-0061,Bilal Sheikh,6.47446E+11,ATM,Amazon,Dubai,iPhone,167.180.116.20,1304.77,9,Low,Cleared,3/27/2026 14:06
TX-002844,CUST-0706,Ali Butt,3.21169E+11,Wallet,AliExpress,Islamabad,Android,71.16.47.227,5076.03,45,Medium,Under Review,4/9/2026 5:11
TX-002845,CUST-0608,Bilal Raza,41347240170,ATM,Shopify,Lahore,iPhone,3.120.247.188,2005.92,42,Medium,Under Review,4/10/2026 12:20
TX-002846,CUST-0337,Usman Sheikh,4.11352E+11,UPI,Shopify,Islamabad,Tablet,127.122.165.175,3745.6,93,Critical,Blocked,4/6/2026 20:55
TX-002847,CUST-0105,Ali Farooq,5.422E+11,ATM,Daraz,New York,iPhone,104.136.67.105,4152.75,12,Low,Cleared,4/14/2026 15:41
TX-002848,CUST-0880,Hassan Ansari,5.0179E+11,ATM,Steam,Karachi,Android,211.21.180.42,2941.1,55,Medium,Under Review,4/8/2026 11:40
TX-002849,CUST-0443,Noor Iqbal,38881699662,ATM,Shopify,London,iPhone,44.202.205.129,1574.72,70,High,Flagged,4/4/2026 11:06
TX-002850,CUST-0498,Hamza Malik,1.08091E+11,UPI,AliExpress,London,Windows PC,155.37.127.144,2022.57,57,Medium,Under Review,4/5/2026 1:00
TX-002851,CUST-0286,Usman Butt,1.932E+11,ATM,Careem,Karachi,Windows PC,18.236.188.45,8817.99,60,Medium,Under Review,4/2/2026 20:16
TX-002852,CUST-0512,Sara Butt,95823655282,Card,Amazon,Islamabad,Android,150.175.169.244,3646.84,11,Low,Cleared,4/2/2026 23:42
TX-002853,CUST-0481,Sara Malik,49055352264,ATM,Careem,New York,MacBook,248.82.51.33,9214.95,41,Medium,Under Review,4/12/2026 9:50
TX-002854,CUST-0550,Fatima Farooq,1.49605E+11,ATM,AliExpress,New York,iPhone,18.223.136.134,49.32,72,High,Flagged,3/29/2026 23:12
TX-002855,CUST-0411,Zain Khan,7.47652E+11,ATM,Binance,Karachi,Tablet,96.10.144.33,1350.01,29,Low,Cleared,4/12/2026 11:30
TX-002856,CUST-0255,Usman Khan,3.36997E+11,Card,Steam,Islamabad,Windows PC,7.75.152.171,2341.5,8,Low,Cleared,4/6/2026 13:27
TX-002857,CUST-0118,Usman Raza,1.44073E+11,UPI,Binance,London,iPhone,233.40.211.62,4926.7,57,Medium,Under Review,3/30/2026 19:12
TX-002858,CUST-0672,Mariam Butt,2.60727E+11,ATM,Careem,Karachi,Android,82.97.122.248,1366.78,15,Low,Cleared,4/21/2026 2:14
TX-002859,CUST-0927,Ahmed Iqbal,8.11925E+11,Card,Shopify,Lahore,Android,39.169.115.85,3685.86,35,Medium,Under Review,4/12/2026 7:18
TX-002860,CUST-0911,Ayesha Qureshi,2.66041E+11,UPI,Binance,Islamabad,Android,72.29.208.218,1679.8,63,High,Flagged,3/26/2026 3:32
TX-002861,CUST-0365,Bilal Butt,3.16207E+11,Bank Transfer,Shopify,Dubai,MacBook,113.137.95.213,822.44,55,Medium,Under Review,4/14/2026 10:40
TX-002862,CUST-0277,Hamza Farooq,3.23767E+11,Wallet,Shopify,Lahore,MacBook,173.91.96.254,6761.75,44,Medium,Under Review,4/9/2026 2:39
TX-002863,CUST-0870,Fatima Butt,5.09192E+11,ATM,Careem,Dubai,Windows PC,215.114.9.91,4686.55,81,Critical,Flagged,3/26/2026 23:00
TX-002864,CUST-0371,Bilal Raza,6.22924E+11,Wallet,Daraz,Karachi,Android,187.67.22.20,8775.54,61,High,Flagged,4/20/2026 11:44
TX-002865,CUST-0842,Noor Malik,66109289867,Card,Careem,London,MacBook,162.251.224.254,5456.03,56,Medium,Under Review,4/15/2026 23:39
TX-002866,CUST-0424,Hassan Sheikh,46985589754,ATM,Daraz,London,Android,160.146.195.85,5630.97,95,Critical,Blocked,3/26/2026 12:03
TX-002867,CUST-0994,Ali Malik,6.55284E+11,UPI,AliExpress,London,MacBook,49.224.176.170,1238.89,10,Low,Cleared,4/20/2026 19:35
TX-002868,CUST-0865,Fatima Khan,8.87226E+11,Wallet,Daraz,Karachi,Windows PC,24.192.99.76,8124.92,89,Critical,Blocked,4/21/2026 0:40
TX-002869,CUST-0947,Hassan Ansari,6.16796E+11,Bank Transfer,Binance,Lahore,MacBook,11.191.4.212,5181.49,99,Critical,Blocked,4/13/2026 6:36
TX-002870,CUST-0314,Noor Sheikh,9.06242E+11,Bank Transfer,Daraz,Lahore,Tablet,181.3.80.224,8611.38,98,Critical,Blocked,3/31/2026 13:35
TX-002871,CUST-0515,Ahmed Sheikh,7.10066E+11,Bank Transfer,Daraz,Lahore,iPhone,11.25.248.93,7421.54,34,Medium,Under Review,4/17/2026 9:48
TX-002872,CUST-0996,Ali Farooq,4.55626E+11,ATM,Shopify,Karachi,iPhone,13.155.245.80,3280.59,0,Low,Cleared,4/5/2026 20:43
TX-002873,CUST-0745,Hamza Iqbal,1.93724E+11,ATM,Binance,Lahore,Android,210.33.250.200,4497.16,9,Low,Cleared,3/28/2026 14:05
TX-002874,CUST-0596,Noor Iqbal,9.8951E+11,ATM,Amazon,Karachi,MacBook,21.112.183.132,4654.58,47,Medium,Under Review,4/22/2026 22:48
TX-002875,CUST-0229,Hamza Khan,9.21865E+11,Bank Transfer,Daraz,Karachi,Android,146.83.211.114,5445.29,95,Critical,Blocked,4/7/2026 7:07
TX-002876,CUST-0689,Fatima Sheikh,6.88951E+11,Bank Transfer,Careem,Islamabad,iPhone,5.32.67.163,2699.11,16,Low,Cleared,4/16/2026 20:41
TX-002877,CUST-0916,Ali Ansari,3.33447E+11,Bank Transfer,Daraz,Karachi,Tablet,80.61.158.138,8162.11,18,Low,Cleared,4/15/2026 23:56
TX-002878,CUST-0715,Bilal Khan,2.16246E+11,UPI,Uber,Karachi,iPhone,115.212.227.109,6505.15,72,High,Flagged,4/15/2026 15:36
TX-002879,CUST-0118,Ahmed Iqbal,4.86994E+11,Wallet,Amazon,Lahore,Tablet,245.41.122.216,9223.3,91,Critical,Blocked,4/5/2026 7:33
TX-002880,CUST-0421,Bilal Iqbal,9.53233E+11,ATM,Careem,London,Android,93.238.231.222,1568.89,89,Critical,Blocked,4/11/2026 5:07
TX-002881,CUST-0080,Fatima Butt,1.28027E+11,ATM,Binance,Dubai,MacBook,117.147.141.50,8696.83,93,Critical,Blocked,3/31/2026 23:33
TX-002882,CUST-0739,Hamza Khan,1.22945E+11,Bank Transfer,Shopify,London,Tablet,80.16.220.146,6000.66,6,Low,Cleared,4/18/2026 3:34
TX-002883,CUST-0011,Hassan Malik,4.50153E+11,ATM,Binance,New York,Tablet,204.176.247.9,6522.67,47,Medium,Under Review,4/9/2026 8:13
TX-002884,CUST-0331,Sara Syed,3.14824E+11,Bank Transfer,Shopify,London,MacBook,113.242.206.193,5184.98,99,Critical,Blocked,4/5/2026 13:13
TX-002885,CUST-0007,Bilal Qureshi,3.90623E+11,Wallet,AliExpress,New York,Android,249.241.168.55,4221.33,7,Low,Cleared,4/23/2026 12:37
TX-002886,CUST-0006,Fatima Butt,9.06044E+11,UPI,Steam,Dubai,iPhone,115.183.156.4,2639.19,50,Medium,Under Review,4/17/2026 17:08
TX-002887,CUST-0442,Ali Khan,3.52055E+11,Wallet,Amazon,Lahore,Tablet,113.157.179.144,8640.97,49,Medium,Under Review,3/26/2026 10:34
TX-002888,CUST-0178,Ahmed Ansari,3.3882E+11,ATM,Careem,Karachi,Android,107.60.69.4,5708.74,53,Medium,Under Review,3/25/2026 21:28
TX-002889,CUST-0899,Sara Syed,5.19822E+11,ATM,AliExpress,Islamabad,Windows PC,209.96.201.131,943.23,11,Low,Cleared,4/7/2026 10:10
TX-002890,CUST-0997,Usman Syed,9.78642E+11,ATM,AliExpress,London,iPhone,113.168.178.227,5987.18,38,Medium,Under Review,3/29/2026 2:55
TX-002891,CUST-0434,Ali Qureshi,9.03832E+11,ATM,Daraz,Islamabad,MacBook,14.254.105.125,3430.44,88,Critical,Blocked,4/23/2026 10:06
TX-002892,CUST-0034,Ali Khan,1.15448E+11,Card,Daraz,Dubai,Windows PC,102.18.37.80,4282.55,50,Medium,Under Review,4/9/2026 18:15
TX-002893,CUST-0423,Bilal Ansari,80785619782,Bank Transfer,AliExpress,Dubai,Windows PC,99.151.125.134,3375.99,17,Low,Cleared,4/9/2026 15:05
TX-002894,CUST-0433,Mariam Raza,6.85624E+11,ATM,Binance,London,iPhone,115.27.69.32,1043.94,15,Low,Cleared,4/15/2026 4:06
TX-002895,CUST-0625,Ali Ansari,5.951E+11,Bank Transfer,AliExpress,London,Windows PC,109.8.120.132,685.09,13,Low,Cleared,4/16/2026 12:46
TX-002896,CUST-0639,Ayesha Malik,1.52912E+11,Wallet,AliExpress,Dubai,Tablet,178.116.162.187,8538.62,65,High,Flagged,4/17/2026 11:06
TX-002897,CUST-0893,Bilal Farooq,7.69909E+11,Wallet,Shopify,New York,Android,232.132.71.89,8250.31,1,Low,Cleared,4/13/2026 0:37
TX-002898,CUST-0854,Bilal Farooq,2.4552E+11,Bank Transfer,Steam,Lahore,iPhone,225.2.150.43,520.65,9,Low,Cleared,4/18/2026 19:53
TX-002899,CUST-0546,Mariam Butt,76561712038,Card,Daraz,Dubai,Tablet,204.9.240.226,4555.78,96,Critical,Blocked,4/20/2026 3:15
TX-002900,CUST-0108,Bilal Butt,8.66041E+11,Card,Uber,Dubai,Windows PC,227.95.60.72,9558.54,21,Low,Cleared,4/1/2026 3:34
TX-002901,CUST-0818,Ahmed Syed,6.44484E+11,ATM,Daraz,Karachi,Tablet,105.152.133.29,8661.65,2,Low,Cleared,4/22/2026 11:10
TX-002902,CUST-0668,Sara Qureshi,3.19003E+11,UPI,Steam,Dubai,iPhone,105.211.106.199,1230.4,99,Critical,Blocked,4/16/2026 21:55
TX-002903,CUST-0475,Ali Khan,5084494368,Card,Uber,Islamabad,MacBook,43.146.11.49,2607.64,68,High,Flagged,4/7/2026 19:29
TX-002904,CUST-0560,Hassan Ansari,34689962471,UPI,Amazon,Dubai,Android,89.157.178.57,1194.32,83,Critical,Flagged,4/14/2026 7:07
TX-002905,CUST-0715,Ayesha Raza,6.06917E+11,Bank Transfer,Daraz,Karachi,iPhone,49.226.84.233,5099.44,98,Critical,Blocked,4/19/2026 9:54
TX-002906,CUST-0889,Hamza Raza,51923624393,UPI,AliExpress,Islamabad,Android,84.186.71.221,3837.46,58,Medium,Under Review,4/3/2026 13:51
TX-002907,CUST-0428,Hassan Malik,8.87014E+11,Card,Daraz,Islamabad,iPhone,178.138.213.250,6959.5,14,Low,Cleared,3/27/2026 12:54
TX-002908,CUST-0507,Mariam Sheikh,2.41067E+11,Card,Amazon,Karachi,Android,254.106.222.110,9358.11,93,Critical,Blocked,4/4/2026 0:34
TX-002909,CUST-0318,Ahmed Butt,3.92509E+11,UPI,AliExpress,Islamabad,MacBook,65.3.17.171,9017.58,77,High,Flagged,4/4/2026 13:37
TX-002910,CUST-0663,Hassan Syed,5.89841E+11,Bank Transfer,AliExpress,Karachi,Android,49.9.250.134,7201.85,42,Medium,Under Review,3/30/2026 15:47
TX-002911,CUST-0140,Ahmed Farooq,2.6173E+11,UPI,Amazon,Karachi,Tablet,78.11.32.114,8104.81,92,Critical,Blocked,4/21/2026 10:14
TX-002912,CUST-0639,Noor Raza,5.9223E+11,Bank Transfer,AliExpress,London,iPhone,19.193.107.148,8457.49,93,Critical,Blocked,4/12/2026 21:45
TX-002913,CUST-0739,Zain Qureshi,7.41929E+11,ATM,Binance,Karachi,Tablet,180.174.242.35,4746.02,28,Low,Cleared,4/11/2026 3:54
TX-002914,CUST-0415,Hamza Qureshi,6.93142E+11,ATM,Shopify,Karachi,iPhone,22.223.56.94,2832.76,3,Low,Cleared,4/22/2026 5:17
TX-002915,CUST-0322,Mariam Syed,4.37932E+11,ATM,Binance,Lahore,Android,251.170.186.38,6106.34,78,High,Flagged,4/16/2026 13:00
TX-002916,CUST-0441,Ali Qureshi,9.39424E+11,ATM,Steam,Karachi,MacBook,238.155.236.6,5303.59,4,Low,Cleared,4/11/2026 11:14
TX-002917,CUST-0084,Ayesha Malik,4.60713E+11,Bank Transfer,Binance,Karachi,Windows PC,15.205.223.215,3903.91,32,Medium,Under Review,3/30/2026 9:38
TX-002918,CUST-0860,Ahmed Sheikh,3.6968E+11,Bank Transfer,Amazon,Dubai,Android,254.108.100.24,7823.12,31,Medium,Under Review,4/17/2026 8:07
TX-002919,CUST-0722,Hassan Butt,8.55976E+11,UPI,Binance,Dubai,Windows PC,149.127.11.14,4368.37,99,Critical,Blocked,3/28/2026 11:03
TX-002920,CUST-0830,Ahmed Butt,71816460874,Card,Careem,Dubai,Android,213.65.247.146,6089.94,20,Low,Cleared,4/19/2026 16:45
TX-002921,CUST-0148,Hassan Butt,5.78524E+11,ATM,Steam,Lahore,MacBook,4.28.70.69,6066.18,70,High,Flagged,4/12/2026 23:11
TX-002922,CUST-0496,Sara Ansari,5.8688E+11,Bank Transfer,Shopify,New York,Tablet,176.145.20.152,4821.74,64,High,Flagged,4/3/2026 23:39
TX-002923,CUST-0220,Hassan Qureshi,4.81308E+11,Bank Transfer,Steam,Dubai,Windows PC,97.169.234.90,1881.01,92,Critical,Blocked,3/29/2026 10:29
TX-002924,CUST-0720,Fatima Butt,4.64918E+11,Card,Daraz,Islamabad,Android,210.52.88.169,1349.18,72,High,Flagged,3/30/2026 5:49
TX-002925,CUST-0691,Usman Sheikh,2.94785E+11,UPI,Careem,Karachi,Windows PC,99.65.254.249,1162.36,86,Critical,Blocked,3/27/2026 19:56
TX-002926,CUST-0411,Hassan Syed,9.01746E+11,Card,AliExpress,London,iPhone,103.142.19.15,8664.73,10,Low,Cleared,4/23/2026 16:30
TX-002927,CUST-0887,Bilal Ansari,6.96861E+11,Bank Transfer,Binance,Lahore,MacBook,3.250.41.124,5493.33,80,High,Flagged,4/9/2026 8:00
TX-002928,CUST-0291,Ali Syed,9.5986E+11,ATM,Daraz,Karachi,Windows PC,97.79.11.190,229.2,49,Medium,Under Review,4/16/2026 10:50
TX-002929,CUST-0109,Ayesha Qureshi,3.66206E+11,Card,Steam,Islamabad,MacBook,249.107.67.79,5668.63,57,Medium,Under Review,4/10/2026 20:18
TX-002930,CUST-0887,Bilal Malik,51312887423,UPI,Daraz,New York,MacBook,13.13.164.46,6945.57,80,High,Flagged,4/13/2026 11:30
TX-002931,CUST-0698,Ayesha Syed,4.51339E+11,Wallet,Amazon,London,Tablet,181.243.100.93,9425.66,19,Low,Cleared,4/5/2026 7:34
